-3.605388,3.012493,0
8.941356,2.108067,1
4.161469,-2.959369,2
0.047052,4.166693,0
6.749173,1.589336,1
-0.868672,-1.018513,2
-2.153973,5.337881,0
10.553910,1.671711,1
-0.810762,-1.430607,2
-0.161293,3.765204,0
8.368159,1.019637,1
0.939141,-3.390547,2
-4.875834,5.301346,0
7.887936,2.057022,1
-2.686480,-1.846960,2
-2.056413,4.865553,0
9.099559,2.041706,1
-0.701712,-3.393786,2
-3.554501,5.325416,0
9.582502,1.883342,1
-0.371032,-3.129356,2
-1.345304,3.713480,0
8.598131,1.949061,1
1.629568,-2.467419,2
1.444228,3.618453,0
8.847700,2.517896,1
-0.559723,-2.969211,2
-0.741697,4.661981,0
7.329498,1.491805,1
-0.291909,-1.760158,2
-6.207494,3.997027,0
10.175165,1.769136,1
4.403745,-3.452408,2
-3.072650,3.820834,0
10.238905,1.681330,1
-1.992831,-2.852890,2
-1.918147,4.122701,0
9.846145,2.213432,1
1.155542,-2.147726,2
-4.639160,3.763787,0
8.832674,0.629662,1
-2.520906,-4.665830,2
-3.318731,3.172169,0
8.450119,1.591203,1
-7.147489,-3.326562,2
-2.814738,5.142143,0
5.970137,2.632779,1
0.083342,-1.697530,2
2.860831,6.030719,0
9.195931,2.021697,1
0.081477,-2.025882,2
-3.180103,3.391626,0
10.275603,2.705081,1
-0.393158,-2.225621,2
-2.982384,4.301200,0
8.541185,1.943740,1
0.498602,-3.687952,2
0.426451,3.090786,0
7.411220,2.426683,1
0.287159,-2.529282,2
-0.131127,4.842874,0
7.625770,1.504692,1
-2.187649,-1.393466,2
0.485695,5.323353,0
7.419860,2.192569,1
0.652308,-2.468918,2
-2.208594,3.191774,0
8.093815,2.260137,1
-1.207925,-2.045163,2
-2.773645,3.024201,0
10.053818,2.291814,1
-0.862518,-1.441281,2
-1.054735,5.674102,0
8.390866,3.057509,1
-0.366063,-2.205209,2
-0.838253,5.667877,0
6.592888,1.358329,1
-0.247988,-2.364670,2
-1.691500,3.303396,0
10.233061,1.564853,1
0.619074,-3.893190,2
-1.207886,4.292099,0
11.647904,1.411638,1
-0.439098,-2.230624,2
0.455656,3.095347,0
8.967897,0.760078,1
-0.880777,-2.140266,2
-5.381803,4.655508,0
10.193750,2.165349,1
-3.195381,-4.622849,2
-2.804225,4.371196,0
7.796061,2.919935,1
-0.355278,-1.714744,2
-1.847677,3.157720,0
10.125520,2.495537,1
-0.264165,-1.904267,2
-3.704220,3.982684,0
10.205276,1.432718,1
-3.552315,-3.583402,2
-1.796245,4.202996,0
6.123744,2.866402,1
2.056329,-3.665384,2
-0.737665,3.124888,0
11.210065,2.884429,1
-4.501290,-1.021649,2
2.936204,4.003738,0
8.389890,1.739371,1
1.637107,-1.979622,2
-1.875641,4.103810,0
7.731014,2.759272,1
-0.726171,-1.023412,2
-3.876982,5.217128,0
8.542896,2.334454,1
-0.356517,-3.816362,2
-0.638948,3.350097,0
9.859237,2.087963,1
-0.640559,-1.907591,2
-4.073701,3.442917,0
10.184172,3.261768,1
-3.667227,-1.580886,2
